id,eventId,minute,second,period,team,teamId,playerId,playerName,type,outcome,x,y,endX,endY,isTouch,Zone,PassEndX,PassEndY,Length,Angle,otherQualifiers
2647567799.0,168,19,16,FirstHalf,Chelsea,15,375621,Conor Gallagher,Pass,Successful,60.9,84.1,52.1,71.4,True,Center,52.1,71.4,12.6,3.89,StandingSave
2647567861.0,169,19,18,FirstHalf,Chelsea,15,421351,Levi Colwill,Pass,Successful,52.1,71.4,45.0,35.1,True,Back,45.0,35.1,25.8,4.42,StandingSave
2647567891.0,170,19,22,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,48.9,31.3,45.5,51.3,True,Back,45.5,51.3,14.1,1.83,StandingSave
2647567941.0,171,19,24,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Pass,Successful,45.9,53.9,46.4,71.7,True,Back,46.4,71.7,12.1,1.53,StandingSave
2647567953.0,172,19,30,FirstHalf,Chelsea,15,421351,Levi Colwill,Pass,Successful,62.0,90.9,67.3,83.2,True,Left,67.3,83.2,7.6,5.53,StandingSave
2647567963.0,173,19,30,FirstHalf,Chelsea,15,97692,Raheem Sterling,Pass,Unsuccessful,67.3,83.2,68.9,93.6,True,Left,68.9,93.6,7.3,1.34,StandingSave
2647567977.0,219,19,31,FirstHalf,Man City,167,331254,Phil Foden,BallRecovery,Successful,32.8,11.7,,,False,,,,,,
2647567983.0,220,19,32,FirstHalf,Man City,167,331254,Phil Foden,Pass,Successful,32.8,11.7,28.7,28.9,True,Back,28.7,28.9,12.5,1.92,StandingSave
2647567991.0,221,19,33,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,28.7,28.9,33.4,27.9,True,Back,33.4,27.9,5.0,6.15,StandingSave
2647567999.0,222,19,34,FirstHalf,Man City,167,365409,Julián Alvarez,Pass,Successful,33.4,27.9,23.0,17.1,True,Back,23.0,17.1,13.2,3.73,LayOff; StandingSave
2647568037.0,223,19,35,FirstHalf,Man City,167,69778,Kyle Walker,Pass,Successful,23.0,17.1,4.5,45.7,True,Back,4.5,45.7,27.5,2.36,StandingSave
2647568063.0,224,19,39,FirstHalf,Man City,167,121774,Ederson,Pass,Unsuccessful,4.8,51.8,67.0,73.6,True,Center,67.0,73.6,67.0,0.22,Longball; Chipped; StandingSave
2647568083.0,174,19,44,FirstHalf,Chelsea,15,300426,Axel Disasi,BallRecovery,Successful,31.7,28.9,,,False,,,,,,
2647568179.0,175,19,50,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,31.4,30.1,37.3,31.2,True,Back,37.3,31.2,6.2,0.12,StandingSave
2647568223.0,176,19,51,FirstHalf,Chelsea,15,369430,Enzo Fernández,Pass,Successful,37.3,31.2,28.9,28.6,True,Back,28.9,28.6,9.0,3.34,StandingSave
2647568241.0,177,19,53,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,27.4,28.6,25.1,44.5,True,Back,25.1,44.5,11.1,1.79,StandingSave
2647568255.0,178,19,54,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Pass,Successful,25.0,44.3,25.9,30.7,True,Back,25.9,30.7,9.3,4.81,StandingSave
2647568261.0,179,19,56,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,25.9,30.7,29.6,35.1,True,Back,29.6,35.1,4.9,0.66,StandingSave
2647568269.0,180,19,57,FirstHalf,Chelsea,15,369430,Enzo Fernández,Pass,Unsuccessful,29.6,34.8,39.6,9.7,True,Back,39.6,9.7,20.0,5.26,StandingSave
2647568283.0,225,19,58,FirstHalf,Man City,167,122945,Nathan Aké,TakeOn,Unsuccessful,68.2,88.3,,,True,Left,,,,,OppositeRelatedEvent=181; StandingSave; Offensive
2647568297.0,181,19,58,FirstHalf,Chelsea,15,403850,Malo Gusto,Tackle,Unsuccessful,31.8,11.7,,,True,Back,,,,,Defensive; OppositeRelatedEvent=225
2647580017.0,11198,20,,FirstHalf,Chelsea,15,299272,Ben Chilwell,OffsideGiven,Unsuccessful,72.9,97.4,,,False,,,,,,
2647568315.0,226,20,0,FirstHalf,Man City,167,365409,Julián Alvarez,BallRecovery,Successful,71.9,84.9,,,False,,,,,,
2647568329.0,227,20,1,FirstHalf,Man City,167,365409,Julián Alvarez,Pass,Successful,73.8,83.7,75.5,76.0,True,Center,75.5,76.0,5.5,5.04,StandingSave
2647568375.0,228,20,2,FirstHalf,Man City,167,388098,Jérémy Doku,Pass,Successful,72.3,74.4,61.9,80.0,True,Left,61.9,80.0,11.6,2.81,StandingSave
2647568425.0,229,20,7,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,62.5,82.7,68.9,74.1,True,Center,68.9,74.1,8.9,5.57,StandingSave
2647568433.0,230,20,10,FirstHalf,Man City,167,365409,Julián Alvarez,Pass,Successful,69.8,76.5,61.9,86.9,True,Left,61.9,86.9,10.9,2.44,StandingSave
2647568497.0,231,20,11,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,61.9,86.9,72.6,95.4,True,Left,72.6,95.4,12.6,0.48,StandingSave
2647568503.0,232,20,15,FirstHalf,Man City,167,122945,Nathan Aké,BallTouch,Unsuccessful,80.5,88.0,,,True,Left,,,,,StandingSave
2647568523.0,182,20,17,FirstHalf,Chelsea,15,403850,Malo Gusto,BallRecovery,Successful,9.9,26.4,,,False,,,,,,
2647568543.0,183,20,18,FirstHalf,Chelsea,15,403850,Malo Gusto,Pass,Successful,9.5,28.9,3.1,45.8,True,Back,3.1,45.8,13.3,2.10,StandingSave
2647568555.0,184,20,19,FirstHalf,Chelsea,15,406564,Djordje Petrovic,Pass,Successful,3.1,45.8,15.7,32.5,True,Back,15.7,32.5,16.0,5.68,StandingSave
2647568581.0,185,20,20,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Pass,Successful,15.7,32.5,2.4,13.8,True,Back,2.4,13.8,18.9,3.88,StandingSave
2647568607.0,186,20,23,FirstHalf,Chelsea,15,403850,Malo Gusto,Pass,Successful,2.7,13.4,38.1,17.1,True,Back,38.1,17.1,37.3,0.07,Longball; StandingSave
2647568613.0,187,20,25,FirstHalf,Chelsea,15,375621,Conor Gallagher,Aerial,Successful,38.4,22.5,,,False,Back,,,,,OppositeRelatedEvent=233; Defensive
2647568599.0,233,20,25,FirstHalf,Man City,167,313171,Rúben Dias,Aerial,Unsuccessful,61.6,77.5,,,False,Center,,,,,OppositeRelatedEvent=187; Offensive
2647568627.0,188,20,25,FirstHalf,Chelsea,15,375621,Conor Gallagher,Pass,Successful,38.1,17.1,45.4,27.3,True,Back,45.4,27.3,10.3,0.74,HeadPass
2647568631.0,189,20,27,FirstHalf,Chelsea,15,426050,Nicolas Jackson,Pass,Unsuccessful,43.1,28.3,43.9,25.8,True,Back,43.9,25.8,1.9,5.17,OppositeRelatedEvent=234; Offensive; StandingSave
2647568619.0,234,20,27,FirstHalf,Man City,167,297390,Manuel Akanji,BlockedPass,Successful,52.9,63.6,,,True,Center,,,,,StandingSave; Defensive; OppositeRelatedEvent=189
2647568643.0,235,20,28,FirstHalf,Man City,167,365409,Julián Alvarez,BallRecovery,Successful,63.4,71.9,,,False,,,,,,
2647568663.0,236,20,29,FirstHalf,Man City,167,365409,Julián Alvarez,Pass,Successful,63.4,71.9,69.5,64.6,True,Center,69.5,64.6,8.1,5.62,StandingSave
2647568667.0,237,20,30,FirstHalf,Man City,167,315227,Erling Haaland,Dispossessed,Successful,68.4,65.5,,,True,Center,,,,,Offensive; OppositeRelatedEvent=191
2647568717.0,191,20,31,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Tackle,Successful,31.6,34.5,,,True,Back,,,,,Defensive; OppositeRelatedEvent=237; StandingSave
2647568721.0,192,20,31,FirstHalf,Chelsea,15,369430,Enzo Fernández,BallRecovery,Successful,33.8,39.1,,,False,,,,,,
2647568765.0,193,20,32,FirstHalf,Chelsea,15,369430,Enzo Fernández,Pass,Successful,34.4,47.0,44.5,69.4,True,Back,44.5,69.4,18.6,0.96,StandingSave
2647568807.0,194,20,38,FirstHalf,Chelsea,15,97692,Raheem Sterling,Pass,Successful,54.7,72.7,48.5,67.3,True,Back,48.5,67.3,7.5,3.66,StandingSave
2647568915.0,195,20,40,FirstHalf,Chelsea,15,369430,Enzo Fernández,Pass,Successful,47.9,65.8,59.8,3.2,True,Right,59.8,3.2,44.4,5.00,Chipped; Longball; StandingSave
2647568971.0,196,20,48,FirstHalf,Chelsea,15,395692,Cole Palmer,Pass,Successful,61.3,5.6,53.7,11.3,True,Right,53.7,11.3,8.9,2.69,StandingSave
2647571297.0,226,20,50,FirstHalf,Chelsea,15,403850,Malo Gusto,Pass,Successful,53.0,9.5,46.6,28.9,True,Back,46.6,28.9,14.8,2.04,StandingSave
2647571367.0,227,20,52,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Pass,Successful,47.0,29.7,37.5,34.6,True,Back,37.5,34.6,10.5,2.82,StandingSave
2647568979.0,197,20,54,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,41.1,32.7,39.6,68.1,True,Back,39.6,68.1,24.1,1.64,StandingSave
2647569017.0,198,20,57,FirstHalf,Chelsea,15,421351,Levi Colwill,OffsidePass,Successful,39.6,72.1,72.9,97.4,True,Left,72.9,97.4,,,StandingSave; Longball; PlayerCaughtOffside=299272
2647569015.0,238,20,57,FirstHalf,Man City,167,69778,Kyle Walker,OffsideProvoked,Successful,35.9,20.5,,,False,,,,,,
2647569221.0,240,21,19,FirstHalf,Man City,167,69778,Kyle Walker,Pass,Successful,27.2,16.3,36.6,22.4,True,Back,36.6,22.4,10.7,0.40,StandingSave; IndirectFreekickTaken; FreekickTaken
2647569225.0,241,21,21,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,36.6,22.4,26.1,17.3,True,Back,26.1,17.3,11.6,3.45,StandingSave
2647569273.0,242,21,23,FirstHalf,Man City,167,69778,Kyle Walker,Pass,Successful,26.1,17.3,8.8,33.3,True,Back,8.8,33.3,21.2,2.60,StandingSave
2647569315.0,243,21,28,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,8.8,33.3,22.1,31.8,True,Back,22.1,31.8,14.0,6.21,StandingSave
2647569367.0,244,21,30,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,22.1,31.8,19.6,72.4,True,Back,19.6,72.4,27.7,1.67,StandingSave
2647569399.0,245,21,34,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,23.4,75.5,35.1,92.9,True,Back,35.1,92.9,17.1,0.77,StandingSave
2647569433.0,246,21,37,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Unsuccessful,36.8,93.5,60.8,86.9,True,Left,60.8,86.9,25.6,6.11,Chipped; StandingSave
2647569427.0,200,21,39,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Aerial,Successful,38.0,12.9,,,False,Back,,,,,OppositeRelatedEvent=247; Defensive
2647569443.0,247,21,39,FirstHalf,Man City,167,365409,Julián Alvarez,Aerial,Unsuccessful,62.0,87.1,,,False,Left,,,,,Offensive; OppositeRelatedEvent=200
2647569429.0,201,21,39,FirstHalf,Chelsea,15,410175,Moisés Caicedo,BallTouch,Successful,37.0,15.5,,,True,Back,,,,,OtherBodyPart
2647569451.0,202,21,40,FirstHalf,Chelsea,15,300426,Axel Disasi,BallRecovery,Successful,36.4,29.2,,,False,,,,,,
2647569463.0,203,21,40,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,36.4,29.2,47.1,44.2,True,Back,47.1,44.2,15.2,0.74,StandingSave
2647569467.0,204,21,42,FirstHalf,Chelsea,15,369430,Enzo Fernández,Pass,Successful,47.1,44.2,60.5,30.7,True,Center,60.5,30.7,16.8,5.71,StandingSave
2647569479.0,205,21,43,FirstHalf,Chelsea,15,426050,Nicolas Jackson,Pass,Successful,60.5,30.7,56.3,28.0,True,Center,56.3,28.0,4.8,3.54,StandingSave
2647569499.0,206,21,45,FirstHalf,Chelsea,15,375621,Conor Gallagher,Pass,Unsuccessful,62.5,24.3,77.7,8.2,True,Right,77.7,8.2,19.4,5.68,StandingSave
2647569519.0,248,21,47,FirstHalf,Man City,167,122945,Nathan Aké,Clearance,Successful,22.6,88.5,43.4,100.0,True,Back,43.4,100.0,23.6,0.39,StandingSave
2647569615.0,208,21,54,FirstHalf,Chelsea,15,403850,Malo Gusto,Pass,Successful,58.9,0.0,52.9,5.8,True,Right,52.9,5.8,8.1,2.47,ThrowIn
2647569639.0,209,21,56,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Pass,Successful,46.4,6.4,33.3,9.8,True,Back,33.3,9.8,13.9,2.98,StandingSave
2647569697.0,210,21,59,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,32.9,11.0,13.1,38.0,True,Back,13.1,38.0,27.7,2.42,StandingSave
2647569733.0,211,22,3,FirstHalf,Chelsea,15,406564,Djordje Petrovic,Pass,Successful,12.8,34.9,19.9,10.9,True,Back,19.9,10.9,17.9,5.14,StandingSave
2647569751.0,212,22,6,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,20.9,10.7,38.3,11.3,True,Back,38.3,11.3,18.3,0.02,StandingSave
2647569761.0,213,22,7,FirstHalf,Chelsea,15,395692,Cole Palmer,Pass,Successful,38.3,11.3,35.2,3.4,True,Back,35.2,3.4,6.3,4.17,StandingSave
2647569801.0,214,22,9,FirstHalf,Chelsea,15,403850,Malo Gusto,Pass,Successful,34.9,5.8,34.7,16.7,True,Back,34.7,16.7,7.4,1.60,StandingSave
2647569843.0,215,22,12,FirstHalf,Chelsea,15,395692,Cole Palmer,Pass,Successful,39.3,25.9,68.6,14.7,True,Right,68.6,14.7,31.7,6.04,StandingSave
2647569879.0,216,22,17,FirstHalf,Chelsea,15,403850,Malo Gusto,Pass,Successful,76.3,24.4,85.7,53.7,True,Center,85.7,53.7,22.2,1.11,IntentionalAssist; ShotAssist=15; StandingSave; BigChanceCreated; KeyPass
2647569885.0,217,22,19,FirstHalf,Chelsea,15,426050,Nicolas Jackson,SavedShot,Successful,91.6,48.8,,,True,Center,,,,,StandingSave; RightFoot; GoalMouthZ=3.2; OppositeRelatedEvent=251; IntentionalAssist; LowCentre; BigChance; BlockedX=93.6; RegularPlay; Assisted; GoalMouthY=50.3; BlockedY=49.3; OneOnOne; RelatedEventId=216; BoxCentre
2647569891.0,251,22,19,FirstHalf,Man City,167,121774,Ederson,Save,Successful,6.4,51.4,,,True,Back,,,,,ParriedDanger; OppositeRelatedEvent=217; OtherBodyPart; KeeperSaveInTheBox
2647569913.0,218,22,19,FirstHalf,Chelsea,15,426050,Nicolas Jackson,BallTouch,Successful,91.6,48.8,,,True,Center,,,,,StandingSave
2647569905.0,252,22,21,FirstHalf,Man City,167,121774,Ederson,KeeperPickup,Successful,8.3,48.9,,,False,,,,,,
2647569991.0,253,22,23,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,13.7,48.1,28.2,56.7,True,Back,28.2,56.7,16.3,0.37,KeeperThrow; StandingSave
2647570009.0,254,22,27,FirstHalf,Man City,167,303139,Rodri,Pass,Successful,34.3,56.2,47.2,81.2,True,Back,47.2,81.2,21.7,0.90,StandingSave
2647570089.0,255,22,31,FirstHalf,Man City,167,365409,Julián Alvarez,Pass,Successful,56.2,82.6,74.5,90.5,True,Left,74.5,90.5,20.0,0.27,StandingSave
2647570125.0,256,22,35,FirstHalf,Man City,167,388098,Jérémy Doku,Pass,Successful,84.5,80.0,96.6,67.5,True,Center,96.6,67.5,15.3,5.69,StandingSave
2647570163.0,257,22,39,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Successful,98.3,70.2,89.7,96.8,True,Left,89.7,96.8,20.2,2.03,StandingSave
2647570199.0,258,22,43,FirstHalf,Man City,167,388098,Jérémy Doku,Pass,Successful,89.7,96.8,69.2,82.0,True,Left,69.2,82.0,23.8,3.58,StandingSave
2647570211.0,259,22,47,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Successful,68.0,81.5,74.4,81.0,True,Left,74.4,81.0,6.7,6.23,StandingSave
2647570263.0,260,22,48,FirstHalf,Man City,167,303139,Rodri,Pass,Successful,74.4,81.0,70.0,64.1,True,Center,70.0,64.1,12.4,4.33,StandingSave
2647570273.0,261,22,52,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,69.5,62.1,60.5,55.3,True,Center,60.5,55.3,10.5,3.60,StandingSave
2647570291.0,262,22,55,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,62.4,55.5,67.1,72.6,True,Center,67.1,72.6,12.6,1.17,StandingSave
2647570327.0,263,22,57,FirstHalf,Man City,167,303139,Rodri,Pass,Successful,67.1,72.6,74.2,75.8,True,Center,74.2,75.8,7.8,0.28,StandingSave
2647570347.0,264,23,0,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Successful,74.1,77.1,83.4,94.4,True,Left,83.4,94.4,15.3,0.88,StandingSave
2647570375.0,265,23,2,FirstHalf,Man City,167,388098,Jérémy Doku,Pass,Successful,83.4,94.4,76.5,85.8,True,Left,76.5,85.8,9.3,3.82,StandingSave
2647570393.0,266,23,3,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Unsuccessful,76.5,85.8,90.0,77.6,True,Center,90.0,77.6,15.2,5.91,StandingSave
2647570389.0,220,23,5,FirstHalf,Chelsea,15,395692,Cole Palmer,Interception,Successful,13.5,22.8,,,True,Back,,,,,StandingSave
2647570407.0,221,23,8,FirstHalf,Chelsea,15,395692,Cole Palmer,CornerAwarded,Unsuccessful,11.8,22.6,,,False,Back,,,,,OppositeRelatedEvent=267; MissLeft
2647570417.0,267,23,8,FirstHalf,Man City,167,73084,Kevin De Bruyne,CornerAwarded,Successful,88.2,77.4,,,False,Center,,,,,MissLeft; OppositeRelatedEvent=221
2647570749.0,268,23,29,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Successful,99.5,99.5,90.6,93.9,True,Left,90.6,93.9,10.1,3.53,CornerTaken; StandingSave
2647570763.0,269,23,31,FirstHalf,Man City,167,331254,Phil Foden,Pass,Successful,83.7,86.8,82.0,84.4,True,Left,82.0,84.4,2.4,3.88,StandingSave
2647570775.0,270,23,32,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Successful,82.0,84.4,88.7,41.3,True,Center,88.7,41.3,30.1,4.95,ShotAssist=13; RightFoot; Cross; Chipped; IntentionalAssist; StandingSave; KeyPass
2647570789.0,271,23,34,FirstHalf,Man City,167,365409,Julián Alvarez,MissedShots,Successful,88.7,41.3,,,True,Center,,,,,BlockedX=88.8; BoxCentre; MissLeft; BlockedY=70.4; LeftFoot; GoalMouthZ=2.8; StandingSave; FirstTouch; Volley; RelatedEventId=270; GoalMouthY=99.8; IntentionalAssist; IndividualPlay; FromCorner; Assisted
2647570817.0,272,23,36,FirstHalf,Man City,167,331254,Phil Foden,Pass,Unsuccessful,86.6,60.9,90.4,47.5,True,Center,90.4,47.5,9.9,5.13,HeadPass
2647570797.0,222,23,38,FirstHalf,Chelsea,15,300426,Axel Disasi,Aerial,Successful,9.2,55.0,,,False,Back,,,,,OppositeRelatedEvent=273; Defensive
2647570821.0,273,23,38,FirstHalf,Man City,167,297390,Manuel Akanji,Aerial,Unsuccessful,90.8,45.0,,,False,Center,,,,,OppositeRelatedEvent=222; Offensive
2647570809.0,223,23,38,FirstHalf,Chelsea,15,300426,Axel Disasi,Clearance,Successful,8.8,57.6,12.4,67.2,True,Back,12.4,67.2,7.5,1.05,Head
2647570835.0,224,23,39,FirstHalf,Chelsea,15,369430,Enzo Fernández,Clearance,Successful,12.4,67.2,19.7,100.0,True,Back,19.7,100.0,24.8,1.26,StandingSave
2647572431.0,299,24,37,FirstHalf,Man City,167,69778,Kyle Walker,Pass,Successful,75.0,0.0,92.1,12.0,True,Right,92.1,12.0,20.3,0.49,ThrowIn
2647687569.0,1120,24,40,FirstHalf,Man City,167,315227,Erling Haaland,BallTouch,Unsuccessful,95.0,15.6,,,True,Right,,,,,StandingSave
2647571385.0,228,24,41,FirstHalf,Chelsea,15,299272,Ben Chilwell,Foul,Successful,5.0,90.6,,,True,Back,,,,,Foul; OppositeRelatedEvent=277; Defensive
2647571393.0,277,24,41,FirstHalf,Man City,167,315227,Erling Haaland,Foul,Unsuccessful,95.0,9.4,,,False,Right,,,,,Offensive; OppositeRelatedEvent=228; Foul; StandingSave
2647571685.0,231,25,14,FirstHalf,Chelsea,15,406564,Djordje Petrovic,Pass,Unsuccessful,11.0,89.6,64.9,67.5,True,Center,64.9,67.5,58.6,6.02,StandingSave; FreekickTaken; Longball
2647571705.0,279,25,18,FirstHalf,Man City,167,303139,Rodri,Aerial,Successful,38.0,32.8,,,False,Back,,,,,OppositeRelatedEvent=232; Defensive
2647571701.0,232,25,18,FirstHalf,Chelsea,15,426050,Nicolas Jackson,Aerial,Unsuccessful,62.0,67.2,,,False,Center,,,,,OppositeRelatedEvent=279; Offensive
2647571723.0,280,25,18,FirstHalf,Man City,167,303139,Rodri,Pass,Unsuccessful,40.4,32.8,54.4,47.7,True,Center,54.4,47.7,17.9,0.60,HeadPass
2647571735.0,233,25,20,FirstHalf,Chelsea,15,403850,Malo Gusto,Pass,Successful,45.7,51.9,49.0,67.5,True,Back,49.0,67.5,11.2,1.26,StandingSave; Longball
2647571747.0,234,25,23,FirstHalf,Chelsea,15,375621,Conor Gallagher,Aerial,Successful,48.4,67.3,,,False,Back,,,,,OppositeRelatedEvent=281; Defensive
2647571733.0,281,25,23,FirstHalf,Man City,167,303139,Rodri,Aerial,Unsuccessful,51.6,32.7,,,False,Center,,,,,Offensive; OppositeRelatedEvent=234
2647571763.0,235,25,23,FirstHalf,Chelsea,15,375621,Conor Gallagher,Pass,Unsuccessful,49.0,67.5,57.1,67.9,True,Center,57.1,67.9,8.5,0.03,HeadPass
2647571761.0,282,25,25,FirstHalf,Man City,167,297390,Manuel Akanji,BallTouch,Unsuccessful,42.6,32.2,,,True,Back,,,,,StandingSave
2647571765.0,236,25,27,FirstHalf,Chelsea,15,426050,Nicolas Jackson,TakeOn,Unsuccessful,60.5,63.3,,,True,Center,,,,,Offensive; OppositeRelatedEvent=284; StandingSave
2647571787.0,284,25,27,FirstHalf,Man City,167,365409,Julián Alvarez,Tackle,Unsuccessful,39.5,36.7,,,True,Back,,,,,Defensive; OppositeRelatedEvent=236; StandingSave
2647571799.0,237,25,29,FirstHalf,Chelsea,15,375621,Conor Gallagher,Pass,Successful,57.8,50.0,63.4,25.9,True,Center,63.4,25.9,17.4,5.06,StandingSave
2647571837.0,238,25,31,FirstHalf,Chelsea,15,395692,Cole Palmer,Pass,Successful,63.3,25.9,84.5,50.7,True,Center,84.5,50.7,27.9,0.65,Throughball; StandingSave; Chipped
2647571843.0,239,25,33,FirstHalf,Chelsea,15,97692,Raheem Sterling,BallTouch,Unsuccessful,84.5,50.7,,,True,Center,,,,,OtherBodyPart; StandingSave
2647571863.0,285,25,34,FirstHalf,Man City,167,313171,Rúben Dias,Clearance,Successful,13.9,54.7,21.8,72.9,True,Back,21.8,72.9,14.9,0.98,StandingSave
2647571869.0,286,25,35,FirstHalf,Man City,167,365409,Julián Alvarez,BallRecovery,Successful,21.8,72.9,,,False,,,,,,
2647571879.0,287,25,36,FirstHalf,Man City,167,365409,Julián Alvarez,Pass,Successful,21.8,72.9,25.6,67.5,True,Back,25.6,67.5,5.4,5.54,StandingSave
2647571887.0,288,25,36,FirstHalf,Man City,167,303139,Rodri,Pass,Successful,25.6,67.5,26.7,83.4,True,Back,26.7,83.4,10.9,1.46,StandingSave
2647571901.0,289,25,39,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Unsuccessful,27.0,80.7,28.9,75.3,True,Back,28.9,75.3,4.2,5.21,StandingSave
2647571895.0,240,25,39,FirstHalf,Chelsea,15,375621,Conor Gallagher,Interception,Successful,69.0,26.4,,,True,Center,,,,,StandingSave
2647571909.0,241,25,41,FirstHalf,Chelsea,15,375621,Conor Gallagher,Pass,Unsuccessful,69.4,23.7,72.1,23.9,True,Center,72.1,23.9,2.8,0.05,StandingSave; Offensive; OppositeRelatedEvent=290
2647571919.0,290,25,41,FirstHalf,Man City,167,365409,Julián Alvarez,BlockedPass,Successful,29.8,77.5,,,True,Back,,,,,StandingSave; OppositeRelatedEvent=241; Defensive
2647688723.0,716,25,42,FirstHalf,Chelsea,15,403850,Malo Gusto,BallRecovery,Successful,68.5,25.9,,,False,,,,,,
2647572067.0,243,25,44,FirstHalf,Chelsea,15,403850,Malo Gusto,Pass,Unsuccessful,66.5,2.9,65.5,4.9,True,Right,65.5,4.9,1.7,2.23,Offensive; OppositeRelatedEvent=291; StandingSave
2647571955.0,291,25,45,FirstHalf,Man City,167,388098,Jérémy Doku,BlockedPass,Successful,33.8,93.6,,,True,Back,,,,,Defensive; StandingSave; OppositeRelatedEvent=243
2647571961.0,292,25,45,FirstHalf,Man City,167,388098,Jérémy Doku,BallRecovery,Successful,34.4,96.6,,,False,,,,,,
2647571971.0,293,25,48,FirstHalf,Man City,167,388098,Jérémy Doku,Pass,Successful,42.9,93.5,66.0,93.4,True,Left,66.0,93.4,24.3,6.28,StandingSave
2647571995.0,242,25,50,FirstHalf,Chelsea,15,300426,Axel Disasi,Challenge,Unsuccessful,40.0,7.2,,,False,Back,,,,,Defensive; OppositeRelatedEvent=294
2647572023.0,294,25,50,FirstHalf,Man City,167,73084,Kevin De Bruyne,TakeOn,Successful,60.0,92.8,,,True,Left,,,,,Offensive; OppositeRelatedEvent=242; StandingSave
2647572041.0,295,25,55,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Successful,78.8,78.8,88.6,65.5,True,Center,88.6,65.5,13.7,5.56,StandingSave
2647572081.0,296,25,57,FirstHalf,Man City,167,315227,Erling Haaland,Pass,Successful,88.6,65.5,96.6,80.9,True,Left,96.6,80.9,13.4,0.89,StandingSave
2647572091.0,297,26,1,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Unsuccessful,95.0,81.9,94.2,80.4,True,Left,94.2,80.4,1.3,4.02,Cross; StandingSave; OppositeRelatedEvent=244; RightFoot; Offensive
2647572131.0,244,26,1,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Clearance,Successful,7.6,17.6,,,True,Back,,,,,OppositeRelatedEvent=297; BlockedCross; StandingSave
2647572137.0,245,26,5,FirstHalf,Chelsea,15,410175,Moisés Caicedo,CornerAwarded,Unsuccessful,6.7,18.6,,,False,Back,,,,,MissLeft; OppositeRelatedEvent=298
2647572125.0,298,26,5,FirstHalf,Man City,167,73084,Kevin De Bruyne,CornerAwarded,Successful,93.3,81.4,,,False,Left,,,,,OppositeRelatedEvent=245; MissLeft
2647572523.0,300,26,28,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Unsuccessful,99.4,99.8,97.8,53.1,True,Center,97.8,53.1,31.8,4.66,RightFoot; OppositeRelatedEvent=246; Chipped; Cross; StandingSave; CornerTaken
2647572555.0,246,26,30,FirstHalf,Chelsea,15,406564,Djordje Petrovic,Punch,Successful,2.2,49.6,19.7,73.3,True,,19.7,73.3,24.4,0.72,OppositeRelatedEvent=300
2647572579.0,301,26,33,FirstHalf,Man City,167,365409,Julián Alvarez,Pass,Unsuccessful,80.7,27.1,87.3,53.3,True,Center,87.3,53.3,19.1,1.20,RightFoot; Cross; StandingSave; Chipped
2647572607.0,247,26,35,FirstHalf,Chelsea,15,300426,Axel Disasi,Clearance,Successful,10.7,45.7,30.1,59.6,True,Back,30.1,59.6,22.5,0.43,Head
2647576451.0,269,26,37,FirstHalf,Chelsea,15,426050,Nicolas Jackson,TakeOn,Unsuccessful,30.0,62.7,,,True,Back,,,,,Head; Defensive; OppositeRelatedEvent=302; StandingSave
